"geo_accession"	"tissue"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"data_processing"	"platform_id"	"contact_name"	"contact_email"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"tissue:ch1"
"GSM2301875"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 58"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301875/suppl/GSM2301875_9464921093_B_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301876"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 59"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301876/suppl/GSM2301876_9464921106_A_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301877"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 60"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301877/suppl/GSM2301877_9287078021_L_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301878"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 61"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301878/suppl/GSM2301878_9287078102_E_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301879"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 62"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301879/suppl/GSM2301879_9287078087_G_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301880"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 63"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301880/suppl/GSM2301880_9287078087_I_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301881"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 64"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301881/suppl/GSM2301881_8381670042_D_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301882"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 65"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301882/suppl/GSM2301882_9287078096_E_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301883"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 66"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301883/suppl/GSM2301883_9287078074_C_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301884"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 67"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301884/suppl/GSM2301884_9287078094_L_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301885"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 68"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301885/suppl/GSM2301885_9287078021_I_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301886"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 69"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301886/suppl/GSM2301886_9287078094_D_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301887"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 70"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301887/suppl/GSM2301887_9287078002_A_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301888"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 71"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301888/suppl/GSM2301888_9464921100_E_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301889"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 72"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301889/suppl/GSM2301889_9287078102_L_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301890"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 73"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301890/suppl/GSM2301890_8381670051_D_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301891"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 74"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301891/suppl/GSM2301891_9287078074_E_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301892"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 75"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301892/suppl/GSM2301892_9287078069_G_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301893"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 76"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301893/suppl/GSM2301893_9464921106_C_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301894"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 77"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301894/suppl/GSM2301894_9287078094_A_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301895"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 78"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301895/suppl/GSM2301895_9464921106_D_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301896"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 79"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301896/suppl/GSM2301896_9287078087_B_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301897"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 80"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301897/suppl/GSM2301897_9464921105_G_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301898"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 81"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301898/suppl/GSM2301898_8381670042_H_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301899"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 82"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301899/suppl/GSM2301899_8381670051_B_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
